bot_id,description
0x49c6ab438e89e22aba5b2ce5cbe1196a3d4ee4738949b68c2d7c916bb11dc197,"The purpose of the web3 bot is to detect and alert when a TrueFi loan is either funded or reclaimed on the Ethereum blockchain. The bot monitors specific events, namely 'Funded' and 'Reclaimed,' and generates alerts with severity set to ""high"" and type set to ""info"" when these events occur. The alerts include metadata such as the loan token and the amount involved.

The source code consists of three main files: agent.spec.js, helper.js, and agent.js.

agent.spec.js: This file contains tests for the bot's behavior. It verifies that the bot correctly handles transactions, identifying whether a loan is funded or reclaimed and generating the appropriate findings.

helper.js: This file includes helper functions and constants. It interacts with the TrueFi subgraph to retrieve information about pools, their addresses, and associated decimals. It also contains functions to create alerts for funded and reclaimed loans.

agent.js: The main file where the bot logic resides. It initializes the bot with pool information and contains the handleTransaction function, which processes transaction events, identifies funded or reclaimed loans, and generates findings with relevant information.

In summary, the bot's purpose is to monitor TrueFi loan events on Ethereum, and its source code is structured to handle event processing, alert creation, and interaction with external data sources."
0xd3061db4662d5b3406b52b20f34234e462d2c275b99414d76dc644e2486be3e9,"The Entity Cluster Bot is a web3 bot tailored for the Forta network, aimed at identifying potential connections between multiple accounts under the control of the same entity. It employs various heuristics to detect patterns such as bidirectional funding and large transfers to Externally Owned Accounts (EOAs) that might suggest common ownership. Additionally, contracts originating from an address are grouped into the same entity cluster. To manage concurrency and state sharing across instances, the bot utilizes DynamoDB for mutex implementation and Amazon S3 for storing the graph, enabling seamless operation across multiple instances without conflicts. The bot periodically updates the shared graph to balance accuracy and infrastructure costs. Its infrastructure relies on an AWS DynamoDB table and an S3 bucket. The source code delineates distinct Python modules, each responsible for specific functionalities such as persistence, defining constants, testing, secret management, core logic, mock functionalities, and mutex implementation. This modular approach ensures clear separation of concerns and facilitates scalability and reliability, crucial considerations for operating on a blockchain network like Ethereum."
0x94f879d399f7fe7a06682d3abd58a955624ec08b9164c3838851bf6788d27e33,"The Large Balance Decrease Bot is engineered to oversee crypto wallets or contracts across various blockchain networks, detecting notable reductions in token balances, which may suggest potential exploits. It operates on Ethereum, Optimism, Binance Smart Chain, Polygon, Fantom, Arbitrum, and Avalanche. Alerts are issued for complete asset drainage or significant token removal, categorized by severity and exploit type. By monitoring transfer events and calculating balance changes, anomalies are flagged, leveraging an ARIMA model for time series forecasting and anomaly scoring. The bot ensures state persistence through database operations and can be configured via the `bot-config.json` file, with testing capabilities using specified block numbers and contract addresses. Its source code comprises unit tests, database interaction helpers, and the main bot logic for transaction handling and anomaly detection. In essence, it acts as a financial security measure for blockchain ecosystems, furnishing timely notifications of critical balance reductions indicative of potential exploitation, facilitating prompt corrective measures by stakeholders."
0x399792adf7b57c0adc8de54ee27284d8ef70b0af2ff3c2c97f69ae894f66759a,"The web3 bot is structured to monitor and signal various events across the Lido Finance ecosystem, including Accounting Oracle, Exitbus Oracle, Lido Report, Node Operators Registry, Oracle Daemon Config, Sanity Checker, MEV relays, among others, across Ethereum mainnet and Goerli testnet. Its architecture employs a series of sub-bots (modules) to handle distinct monitoring tasks, each responsible for specific events like member low balance, overdue reports, vault overfills, and relay status changes, triggering alerts based on preset conditions. Testing and monitoring of specific blocks, transactions, or ranges are facilitated through 'yarn' commands with a 'forta.config.json' setup, ensuring adaptability to testnet by adjusting contract addresses and variables. The source code encompasses modules for transaction management, event filtering, and alert generation, with event handlers processing blockchain data to generate structured findings describing observed activity. Constants within the code define chain-specific parameters, contract addresses, and relevant events, ensuring accurate responsiveness to changes within the Lido ecosystem. Utilitarian functions aid in merging findings, formatting delays, and generating Etherscan links for ease of reference, reflecting a modular and maintainable approach tailored to the diverse needs of Lido Finance protocols."
0x5b25acc178d90f63554fb8541a7d1c188444ba64a6b6d3c79fcb10b11e3ebfd3,"This Web3 bot serves the purpose of actively monitoring and signaling various conditions and developments within the Lido on Polygon protocol, a decentralized finance (DeFi) platform enabling users to stake MATIC tokens and earn stMATIC rewards. It comprises several specialized sub-bots tasked with tracking distinct events and states, including DAO operations, node operators' activities, and withdrawal patterns. Alerts generated by the bot encompass scenarios such as significant MATIC token accumulations, delays in stMATIC reward distributions, alterations in protocol parameters and contract roles, inactivity among node operators, and abnormal withdrawal activities. The bot's functionality is distributed across multiple JavaScript files, each fulfilling specific roles: constants.js for storing essential values, agent-node-operators-v2.js for managing node operator-related alerts, version.js for providing version information, agent-dao-ops.js for monitoring DAO operations, agent-dao-ops.spec.js for testing DAO operation logic, helpers.js for utility functions, agent-withdrawals-monitor.js for overseeing withdrawal activities, ethers.js for Ethereum blockchain interaction, agent.js as the main coordinator, and tools.js for additional data manipulation utilities. Developed using the Forta Agent SDK, this bot contributes to the security and transparency of the Lido on Polygon ecosystem by promptly notifying stakeholders of noteworthy on-chain events and potential risks."
0x6f07249485378615abb12b352f7f0e9c68e6bab2de57475b963445e5639fced3,"The Large Balance Decrease Bot is designed to monitor token balances within a smart contract, alerting users to significant decreases in balance. It identifies complete drainage or substantial partial withdrawals, operating across multiple networks such as Ethereum and Binance Smart Chain. For flagged incidents, it generates alerts with transaction details and assigns labels like ""Suspicious"" or ""Attacker"" to involved entities. Leveraging `forta-agent` modules, it tracks ERC-20 token transfers, forecasts thresholds using ARIMA, and stores transaction metadata. Key functions include initialization, block processing, and handling balance decreases. The bot is tested with provided block numbers and requires configuration with contract addresses. Structured in JavaScript files, it includes unit tests and a persistence helper for data storage, adaptable to local or remote environments. Environmental variables aid in flexibility, ensuring seamless deployment and integration within the Web3 ecosystem for security monitoring."
0x9a8134e4a061e3c0098fd14f8d54c2391fb9118ff403e4b2c79faf6390f0e518,"The web3 bot's primary objective is to identify transactions associated with Chainalysis sanctioned addresses by monitoring events from the Chainalysis Sanction Oracle Contract and maintaining a local registry of these addresses. It operates across multiple blockchain networks, including Ethereum, BSC, Polygon, Avalanche, Arbitrum, Optimism, and Fantom. Upon detecting specific events, it generates alerts categorized by severity and type: high severity for transactions involving sanctioned addresses labeled as suspicious, medium severity for Chainalysis adding new addresses to the sanctioned list, and low severity for the removal of addresses from the sanctioned list. The codebase comprises several Python files, including modules for defining findings, handling transactions and blocklist updates, managing constants such as event ABIs, testing functionality, and utility functions for blocklist management. This codebase integrates into a broader system aimed at monitoring and flagging transactions related to sanctioned addresses across various blockchain networks using the Chainalysis oracle."
0x59cc55fc71711d81d99be376618e072fa34e1ddbda7401840542d9a584a78d08,"This Web3 bot is designed to monitor various blockchain platforms, including Ethereum, Optimism, Binance Smart Chain, Polygon, Fantom, Arbitrum, and Avalanche. It generates critical alerts when a protocol's token balance experiences significant decreases, issuing ""exploits"" alerts when the entire balance is drained and medium-severity alerts when a substantial portion is removed. Each alert includes metadata like transaction hashes, impacted assets, anomaly scores, and labels indicating suspicious transactions, victims, and attackers. The bot is built as a Node.js application utilizing the Forta agent toolkit, comprising files for transaction handling, persistence, and the main bot logic. It initializes persistence helpers for storing transaction data and asset balances, utilizing an ARIMA model to predict expected balances and detect anomalies. Key functions include `handleTransaction`, which listens for token transfers and issues findings for drained balances, and `provideHandleBlock`, which checks for anomalies based on predicted balances. The bot employs labels to categorize entities and relies on its machine learning model, data persistence, and real-time monitoring for effective detection of balance decreases, crucial for identifying token theft or contract exploitation."
0xf8ca51a34b1d14819a01b731264d0b3356a186d7e42abb3b24eebd6848959823,"The Web3 bot is designed to monitor and identify significant decreases in token balances within specified protocols across various blockchain platforms including Ethereum, Optimism, Binance Smart Chain, Polygon, Fantom, Arbitrum, and Avalanche. It alerts users to two types of events: critical decreases where a protocol's token balance is entirely drained, potentially indicating an exploit, and medium severity decreases where a substantial portion of the balance is removed. The bot labels transactions and addresses as ""Suspicious,"" ""Victim,"" and ""Attacker"" as appropriate, and calculates anomaly scores based on event frequency. The primary components of the source code include the main bot logic in `agent.js`, a data persistence manager in `persistence.helper.js`, and unit tests in `agent.spec.js`. The bot also handles data aggregation, manages storage options, and provides a walkthrough for testing its behavior. It utilizes environment variables for configuration and supports both local and remote data storage."
0x19f3119e0cd7849803ef356b25fbc47e7effaa5fccca1df1d79f3cd6a68acc68,"The web3 bot outlined in the provided source code is designed to monitor GMX's Vault Contract for significant position changes. It actively listens for `UpdatePosition` and `IncreasePosition` events on supported chains like Arbitrum and Avalanche. When a position's size increase surpasses a predetermined threshold, it generates an informational finding. This threshold can be adjusted within `src/network.ts`. The bot comprises several JavaScript files: `constants.js`, `agent.spec.js`, `utils.js`, `network.js`, and `agent.js`. These files collectively define constants, handle testing, provide utility functions, manage network data, and implement transaction handling logic. The main objective is to alert stakeholders about noteworthy movements within GMX's trading environment by identifying abnormal position sizes on the Vault Contract."
0x65b2580b43899f87c1d347a9ca3d917991c4906305de0c22a969a716eaf6d1a8,"The ""stkBNB Substantial Value Agent"" is designed to track and identify notable financial transactions within the stkBNB ecosystem on the Binance Smart Chain. It specifically monitors activities such as large deposits, withdrawals, and the creation or destruction of stkBNB tokens within the stkBNB StakePool contract. The bot raises alerts when these transactions surpass predefined thresholds for BNB or stkBNB token amounts. It supports the BNB chain and generates alerts categorized by severity levels (Low, Medium, or High) for deposit, withdrawal, minting, and burning events. All alerts are classified as ""Info"" to indicate informative rather than critical notifications. The bot's functionality is implemented in the `agent.js` script, where it processes transactions and generates findings based on configured thresholds and predefined event signatures. Additionally, the provided source code includes `agent.spec.js` for testing and `utils.js` for utility functions like value normalization. In summary, this bot offers tailored transaction monitoring services for stkBNB token activities, aiding stakeholders in staying informed about significant financial movements within the ecosystem."
0x8332f99181ddfc11151e41b890bc8dc3a928d6503a178ac4f0db268a1c8669b1,"The web3 bot is designed to oversee MakerDAO Oracle Security Mechanisms, focusing on spotting abnormal or crucial activities related to Oracle Security Module (OSM) contracts and the MegaPoker contract within the Ethereum blockchain. It issues various alerts based on identified events, including deviations exceeding 6% in enqueued prices compared to current prices in OSM contracts (MakerDAO-OSM-1), 'deny' method calls on OSM contracts (MakerDAO-OSM-2), 'rely' method calls on OSM contracts (MakerDAO-OSM-3), and ensuring the timely invocation of the 'poke' method from the MegaPoker contract within the initial ten minutes of each hour (MakerDAO-OSM-4). Operating through the ChainLog contract, the bot monitors OSM contracts and tracks the MegaPoker contract, utilizing these capabilities to verify compliance with expected behaviors and produce findings detailing detected events, including metadata like OSM contract addresses, current and queued prices, and addresses associated with 'rely' and 'deny' method calls. The provided source code primarily encompasses agent tests and functionalities for initiating the bot's operations, encompassing tasks such as retrieving OSM contract addresses, managing timeframes for 'poke' function calls, and processing transactions and block events to generate findings. Comprehensive tests are included to validate the agent's behavior against recorded transactions on the Ethereum mainnet, analyzing call data to OSM contracts, price updates, and control function calls (rely/deny) to uphold Oracle security and reliability. The bot relies on libraries like Forta Agent Tools and Ethers.js to simulate transaction events and handle Ethereum data types efficiently."
0xf85e8d80afed8c3f92ac3f78116fdf0101224389578acf3c7ba180822f34e8a0,"The ""Victim & Loss Identifier Bot"" operates within the Ethereum blockchain ecosystem to detect victims of scams, particularly concerning fraudulent NFT orders. It receives alerts from the ""Scam Detector Feed"" bot, then identifies and tracks scammer addresses and the nature of threats they pose. Upon recognizing a scam, it investigates historical data spanning 90 days to assess the digital assets transferred to the scammer and calculates the corresponding USD value. This assessment recurs daily for 30 days following the last known scammer activity. The bot communicates findings through ""info"" alerts, detailing victim addresses, scammer details, lost amounts, transaction hashes, and ERC-721 token information. It also issues false positive alerts to mark previously identified scammers as benign. The codebase comprises multiple components like constants, agent functions for initialization and event handling, data fetching modules, fraud order processing logic, storage management, finding generation, and utility functions. External APIs and Ethereum smart contract event logs are leveraged for data retrieval and analysis, facilitating the bot's operations and its role in scam detection and victim identification."
0xfde7de6553be7451c129dfd216ac3a34e8d9a294424eee7645e9d586da10b733,"The Web3 bot is designed to monitor the Polygon blockchain for accounts that close many positions within a specific time-frame on the Perp Trade contract. It triggers an alert when it detects multiple `DecreasePosition` events executed by an account in a short period, aiming to flag potentially suspicious activity on the decentralized exchange. The bot's JavaScript files include tests (`agent.spec.js`) to ensure proper behavior, a configuration file (`agent.config.js`) specifying event parameters and thresholds, a utility file (`utils.js`) for generating alerts, a network configuration file (`network.js`), and the main logic (`agent.js`). It listens for `DecreasePosition` events, generating medium severity alerts if an account closes positions at or above the threshold of 50 times within the defined timeframe. This bot serves as an automated surveillance tool to identify abnormal trading behaviors, potentially indicating manipulation or financial misconduct."
0x5f798596b2c37dabfdbd66313eede4b025fadd3ae37241f6fc645f8af8e7ea1a,"The specific web3 bot described and implemented in the provided code is designed to monitor and alert when certain ""admin events"" are emitted by pSTAKE's stkBNB smart contracts on the BNB chain. The bot can detect various levels of severities such as ""Info,"" ""High,"" or ""Critical"" based on the event emitted. It has a structured configuration file for defining the details of the contracts and events to monitor. The bot's source code consists of several JavaScript files using Node.js that work together to create a Forta agent capable of analyzing blockchain transactions for specified events. Here's a summary of each part of the codebase provided: `agent.spec.js` contains unit tests for the main agent, checking the configuration file's integrity and the logic for handling transactions. `utils.spec.js` holds unit tests for utility functions, ensuring functionality like address parsing and expression parsing works correctly. `utils.js` defines utility functions used throughout the bot, including methods for interpreting and transforming event data, parsing expressions for event conditions, and validating addresses and numeric values. `test-utils.js` provides testing utilities that allow for the simulation of event logs to test how the bot would handle real blockchain data. `agent.js` is the core of the bot, containing the logic to initialize the agent with data from a configuration file and handle transactions by filtering and evaluating events based on the criteria set in that configuration. From the provided source code, it becomes evident that the bot is engineered to be extendable and configurable, allowing the user to specify which contracts and events to monitor without changing the underlying codebase. This feature is tested extensively in the provided test specifications, ensuring reliable and predictable behavior. Additionally, the bot's design includes error handling for various edge cases, such as missing or incorrect configuration data. The bot would typically be deployed in conjunction with the Forta network, providing decentralized monitoring and alerting for admin activities in the stkBNB smart contracts, contributing to the overall security and transparency of the associated DeFi application."
0xac860e4377245e05a0685e15fa410da345083ae3357b6e094097db76e505675c,"This Web3 bot is designed to detect reentrancy attacks within a smart contract for a LendingProtocol on the Ethereum blockchain. It specifically looks for instances where a function makes an external call to another untrusted contract before resolving its effects, potentially allowing malicious withdrawal of funds. The bot monitors transactions for suspicious nested calls, especially those returning to an initial function from a predefined blacklist, including functions like ""borrow,"" ""withdraw,"" and ""flashLoan."" When it identifies a reentrant call, it triggers an alert marked as a high severity exploit. The bot comprises JavaScript files: `agent.spec.js` for tests, `agent.config.js` for configuration, `utils.js` for utility functions, `abi.js` for the contract's ABI, and `agent.js` for the core logic, which loops through transaction traces to detect blacklisted function calls and generate findings. Overall, it serves as a security measure to raise awareness and mitigate potential financial losses from reentrancy attacks against the LendingProtocol's LendingPool contract."
0xf193941c3ca27034453cdded1c270495fdd1319e71e026c44980ad35e52bf3f2,"The Large Balance Decrease Bot is designed to monitor and detect significant decreases in token balances across various blockchain networks, including Ethereum, Optimism, Binance Smart Chain, Polygon, Fantom, Arbitrum, Avalanche, and others. It alerts users when a protocol's token balance is entirely drained, indicating a potential exploit, or when a substantial portion of the balance is removed. By employing anomaly detection techniques, it assigns anomaly scores to alerts based on specific balance-decreasing transactions relative to total token transfers and labels entities involved in these transactions with confidence levels. The bot's functionalities include unit tests for ensuring correct behavior, a persistence helper class for storing and retrieving key-value pairs, and logic for handling transactions and blockchain blocks. It initializes with necessary data, handles individual transactions to detect balance decreases, manages block processing, and utilizes ARIMA modeling to analyze time series data for anomaly detection. The bot's purpose is to monitor token balance changes, raise alerts, and persist state to differentiate normal operational patterns from potential exploitation attempts, serving as part of the Forta agent framework for decentralized bot development."
0x59cda95beb03bf403a4753b04fd7f0a4d83014669c436b1d7eef66ae3e5e6834,"The Web3 Bot is engineered to pinpoint flash loan transactions specifically linked to Aave v2 on the Ethereum blockchain. Flash loans enable borrowing without collateral, provided liquidity is repaid within a single blockchain transaction. When the bot identifies a flash loan meeting specified criteria, such as high gas usage, it generates an alert. The bot functions by scrutinizing transactions involving the Aave v2 contract, isolating Flash Loan events, and examining gas usage against a predefined threshold. Upon detection, it generates a detailed ""Finding"" containing event specifics and assigns it informational attributes like name, description, alert ID, protocol, type, and severity. These alerts serve diverse purposes including monitoring for malicious behavior, detecting unusual patterns, or facilitating data analysis on Aave v2 flash loans. The bot's code employs modular design, encapsulating flash loan detection logic within the `provideHandleTransaction` function for flexibility in testing, updating, and configuration."
0x44a60bde4c57e297b0152ce04dc82c2777ce77cb4b8e889edcb1bb1dfcb52a49,"The provided web3 bot focuses on detecting substantial token swap activities on the Polygon blockchain, particularly those involving ERC20 tokens being exchanged for MATIC via the Uniswap decentralized exchange. Its code comprises several modules serving distinct functions. The 'constants.py' module defines essential constants like addresses for MATIC and ERC20 tokens, while 'agent.py' processes transactions, employing Forta's 'handle_transaction' function to filter transfer events related to ERC20 and MATIC. The bot employs a predefined severity ('info') and alert ID ('CPSC5910') for categorizing findings. It filters events based on transaction hashes, ensuring they belong to the same transaction, and sets a threshold ('AMOUNT_THRESHOLD') for identifying significant swaps. Although there's a commented-out section for verifying swap addresses against Uniswap, it calculates the amount threshold dynamically. Findings contain metadata such as 'from', 'to', and 'amount' data points, with alerts triggered only for swaps surpassing the threshold. The bot's aim is to provide insights into noteworthy swap transactions on the Polygon network via Uniswap, assisting interested parties in monitoring token movements effectively."
0x1119800b736ea98f68c85d838805da7e39fbeccbb2303177969fbda79e8a57ff,"The ""Nafta NFT operations monitor"" bot is designed to monitor NFT-related events within the NAFTA smart contract on Ethereum. It listens for `AddNFT`, `EditNFT`, and `RemoveNFT` events, generating info-level alerts when these occur. Each alert includes metadata such as NFT address, ID, sender address, and event-specific details like fees and rental blocks. For `AddNFT`, it alerts about newly added NFTs; for `EditNFT`, it reports edits to existing NFTs; and for `RemoveNFT`, it notifies when an NFT is removed. The source code includes test specs in `agent.spec.js`, functions in `findings.js` to construct findings for each operation, the ABI in `abi.js` defining the contract's structure, and the main function in `agent.js`, which filters events and emits findings. This bot provides informational insights into NFT operations within NAFTA, serving analysts and interested parties as a Web3 monitoring tool."
0x7a64a06bd4d22c1d2b6246c8ecd3667e32fb7a87d18f10116052e870d629625f,"The described web3 bot serves the purpose of identifying potential phishing attempts on the Ethereum blockchain by scrutinizing transactions involving ERC20 tokens. It focuses on instances where multiple Externally Owned Addresses grant permission to a single EOA to access their funds through the approve() or increaseAllowance() ERC20 methods. Upon detecting suspicious activity meeting specific criteria, the bot raises a ""forta"" alert, detailing the attacker, victim, and stolen funds. Functionally, it monitors ERC20 token transactions, flagging cases where multiple EOAs authorize a single EOA to utilize their assets, potentially indicating phishing behavior. The bot categorizes such findings as ""critical"" due to the severity of phishing attacks, labeling them as ""suspicious"" as they could be indicative of phishing, albeit with the possibility of legitimate explanations. Its implementation comprises various components, including constants.js, testUtils.js, agent.spec.js, suspectWatcher.js, AccountUtils.js, and agent.js, each fulfilling distinct roles in the detection process. For example, suspectWatcher.js manages and processes calls from suspects, while AccountUtils.js verifies the status of addresses as EOAs rather than known exchange addresses. The provided source code encompasses modules responsible for monitoring transactions, identifying suspicious patterns, and issuing alerts upon detecting phishing attempts."
0x22ac2c8c6269a0876cd9f9110f693399ea9b6d687e216eaff93e0e1070e1a546,"The bot is designed to monitor closed positions on specific blockchains and alert when there's an unusually high realized profit and loss (realisedPnL) relative to the position size and trader's leverage. It's configured with thresholds for these metrics and supports Arbitrum and Avalanche blockchains. The source code consists of JavaScript files using the Forta framework, including `agent.spec.js` for testing, `agent.config.js` for configuration, `utils.js` for utilities, `network.js` for network-specific data, and `agent.js` for the main logic. The `agent.js` file initializes network configurations, defines event handlers, and computes metrics like realisedPnL and position size. If the realisedPnL exceeds the configured threshold relative to the position size and leverage, the bot generates an alert."
0x5784d3436d4a3482798f45a273134a6acd2aa115500bac5a0c0cd14fba306746,"The provided source code outlines a web3 bot designed to monitor Ethereum smart contracts and transactions for various conditions. Built with JavaScript and utilizing the Forta SDK, the bot features modules for detecting contract events, tracking transactions, monitoring variable values, validating configurations, and providing utility functions for Ethereum-specific tasks. With its ability to alert on specific events, function calls, and threshold breaches, the bot serves as a comprehensive monitoring agent for Ethereum blockchain activity, aimed at enhancing security and operational maintenance."
0xe04b3fa79bd6bc6168a211bcec5e9ac37d5dd67a41a1884aa6719f8952fbc274,"The ""Victim Notification Bot"" is designed to monitor blockchain transactions for specific addresses deemed potential victims. It employs the `forta-agent` framework across EVM compatible chains to identify notifications indicating potential scams or hacks. Upon detecting transactions from addresses listed in `VICTIM_NOTIFIER_LIST` along with accompanying data, it generates `VictimNotificationFinding` alerts. These alerts contain information such as the victim's address, chain ID, alert type, and notifier's address, alongside metadata like alert rates and additional details inferred from the transaction data. The objective is to flag suspicious activities for further analysis, aiding in tasks like false positive identification or intelligence gathering. Test scripts provided with the bot enable testing against actual or simulated blockchain data. The core functionality resides in `agent.py`, tested by `agent_test.py`, while `constants.py` stores reference data and `storage.py` handles secret information and interacts with an external owner database for configuration purposes. During testing, `web3_mock.py` simulates web3 behavior."
0x6aa2012744a3eb210fc4e4b794d9df59684d36d502fd9efe509a867d0efa5127,"The blockchain bot is designed to identify and notify about the deployment of token smart contracts that mimic existing tokens, potentially facilitating scams. It actively monitors multiple blockchain networks, searching for contracts with matching interfaces, symbols, or names of known tokens, excluding predefined exceptions. When such contracts are detected, alerts are generated with medium or high severity, depending on the popularity of the original token. Alerts are categorized as IMPERSONATED-TOKEN-DEPLOYMENT and IMPERSONATED-TOKEN-DEPLOYMENT-POPULAR, with the latter triggering high severity alerts for impersonations involving popular tokens. Each alert contains metadata detailing both the impersonated and impersonating tokens, including symbols, names, deployers, and contract addresses. The bot can scan past blocks to detect deployments, analyze token popularity based on contract events, and automatically include new tokens by analyzing recent blockchain transactions. Overall, the bot serves as a web3 tool to combat token scams by identifying and alerting on impersonating smart contract deployments across supported blockchains."
0x19af004c822158e573668cf0bb39a2494faf471135676b08ab981327c44daf35,"The web3 bot is designed to monitor token balances within a protocol, issuing alerts for significant decreases, supporting various blockchains such as Ethereum, Binance Smart Chain, and more. It generates two types of alerts: ""BALANCE-DECREASE-ASSETS-ALL-REMOVED"" for complete depletion and ""BALANCE-DECREASE-ASSETS-PORTION-REMOVED"" for partial decreases. Both alerts include metadata like transaction hashes and anomaly scores. It also categorizes transactions and addresses as suspicious, victim, or attacker. The bot's code encompasses event filtering, ABIs for blockchain interaction, persistence mechanisms, and ARIMA predictions for anomaly detection. Core functionalities include handling transactions and blocks, with thorough unit testing to ensure accurate alert generation."
0xc37926ed28f0b84ace266d2cefc63346c754c9021b2b6604c1a7209903dc21ab,"The web3 bot specializes in detecting mass identical contract deployments on the Ethereum blockchain, aiming to uncover potential NFT copycat scams or other suspicious activities linked to large-scale contract creation. It operates by generating alerts when it identifies multiple transactions deploying contracts with matching opcodes within a customizable time frame. These alerts, categorized as ""Info"" and ""Suspicious,"" are triggered when certain criteria are met, including the presence of identical opcodes in multiple contract deployments. The bot's source code comprises two primary files: agent.js, responsible for processing transaction events and triggering alerts based on opcode analysis, and agent.spec.js, containing unit tests for the bot's functionality. Through its detection mechanisms, the bot contributes to enhancing security and vigilance within the Ethereum ecosystem against potential fraudulent or nefarious activities associated with mass contract creation."
0xb27524b92bf27e6aa499a3a7239232ad425219b400d3c844269f4a657a4adf03,"The Scam Detector bot, outlined in the documentation, is designed to identify and monitor fraudulent activities in the web3 ecosystem. It acts as an arbiter, assessing evidence from various base bots, which function as surveillance cameras, to assign labels to potentially malicious entities such as Externally Owned Accounts (EOAs), contracts, or URLs. Operating hierarchically, it processes alerts from base bots, applies judgment modes including direct labeling, machine learning-based classification, manual detection, and propagation of labels to associated entities. Labels consist of a string, confidence value, and metadata detailing address type, threat category, and logic used for labeling. The bot generates intelligence on scammer entities, aiding security applications like transaction screening and retrospective analysis of scam activity. Its GraphQL API enables users to query scam intelligence data for tailored use cases. The source code is organized into separate Python files handling caching, blockchain data indexing, and management of findings."
0xb6da16b40faaa3d1b22fe3b8efa57fda38b8d093231ab101b453610be3c63970,"The Wallet Monitoring Agent bot is crafted to vigilantly observe the Ethereum blockchain, promptly signaling an alert, labeled ""FORTA-1,"" whenever the designated wallet initiates a transaction involving 0.1 ETH or above. This alert is categorized as ""info,"" denoting its informative nature rather than an urgent matter. Operating on a single predetermined Ethereum address, the bot's primary script, `agent.js`, orchestrates the monitoring process, utilizing variables like `MONITORED_ADDRESS` and `sentEthThreshold` to define the address to monitor and establish the 0.1 ETH threshold, respectively. The `handleTransaction` function within this file scrutinizes transaction details, verifying if the sender's address matches the monitored address and if the transaction amount surpasses the threshold. Upon satisfying both conditions, the function generates an alert, encapsulating the transaction specifics. Complementing the main logic, the `agent.spec.js` file provides a suite of test cases, verifying the functionality of `handleTransaction` under different scenarios: absence of the monitored wallet in the transaction, transaction with less than 0.1 ETH, and transaction meeting or exceeding 0.1 ETH. Through this meticulous design, the bot endeavors to furnish users with timely insights into transactions originating from the specified Ethereum address, fostering heightened awareness and transparency in blockchain activities."
0x42dbb60aa8059dd395df9f66230f63852856f7fdd0d6d3fc55b708f8f84a3f47,"The ChainPatrol Scam Detector is a web3 bot aimed at identifying and notifying users about assets flagged as scams on the Ethereum mainnet. Leveraging the ChainPatrol API, it retrieves asset details and issues alerts when a scam asset is detected, covering URLs, pages, and Twitter accounts to bolster security and thwart phishing attempts. For validation, developers can follow test instructions provided, configuring environment variables, installing dependencies, and executing the bot. Alerts are of critical severity due to the peril posed by scam assets. Source code elements include `constants.js` for endpoint definitions and configurations, test files like `agent.spec.js` and `fetcher.spec.js`, a function in `findings.js` for creating alerts, `fetcher.js` managing API interactions with retries and caching, `utils.js` for API key retrieval and date formatting, `agent.js` as the entry point handling API key initialization and event logic, and `mock` files aiding testing by providing mock objects and functions. Overall, the bot contributes to Ethereum's security by integrating real-time scam detection, helping users stay informed about potential threats."
0x568bf7a13b62e5041705eff995328c84ce7b037961ab6cdded927c9ab3b59e58,"The Batch Transfers Bot operates across various blockchain networks, including Ethereum, BSC, Polygon, and others, to identify batch transfer transactions, which involve sending multiple tokens to multiple addresses in a single operation. It supports ERC20 tokens, ERC721 tokens (NFTs), and native currencies like ETH and MATIC. Designed to alert users about potential scam activities related to batch transfers, it detects both batched transfers and airdrops, with a default setting focused on batch transactions. Upon detection, it issues info alerts detailing transaction specifics like token types, metadata, sender and recipient addresses, and anomaly scores. Utilizing probabilistic decision-making based on transaction metadata patterns, the bot's Python code includes modules for analysis, alert construction, stats maintenance, logging, and profiling. Deployed as a Docker container for portability, it offers configurable parameters like filtering criteria and statistical metrics, allowing adjustment for specific network conditions. Overall, it serves as a monitoring tool, aiding in identifying potential scams and providing insights into batched token transfers across multiple blockchains."
0xacd82110ea6551078e40b58cebd83b9f29c09b5cf85200a5ec9244e374035e6c,"The purpose of the web3 bot described in the provided code is to monitor transactions on the Polygon chain and detect specific events related to the AccessManager and Router contracts. When either a RouterUpdated or AccessManagerUpdated event is emitted in a transaction, the bot generates a finding with low severity and informational type. The bot extracts relevant metadata such as the contract name (name) and the updated router address (router) or the new address manager address (newAddressManager). The bot's code is structured into two main parts: agent.spec.js for testing and agent.js for the bot's logic. The agent.js file initializes the necessary variables, provides a function to handle transactions, and exports relevant functions and objects for external use."
